comb	times
ภฝ	0.0
ภพ	3.0
ภฟ	0.0
ภภ	0.0
ภม	0.0
ภย	0.0
ภร	0.0
ภฤ	0.0
ภล	0.0
ภว	0.0
ภศ	0.0
ภษ	0.0
ภส	0.0
ภห	0.0
ภอ	0.0
ภฮ	0.0
ภะ	0.0
ภั	1.0
ภา	21.0
ภำ	0.0
ภิ	0.0
ภี	8.0
ภึ	0.0
ภื	0.0
ภุ	0.0
ภู	0.0
ภเ	0.0
ภแ	0.0
ภโ	0.0
ภใ	0.0
ภไ	0.0
ภๆ	0.0
ภ็	0.0
ภ่	0.0
ภ้	0.0
ภ๋	0.0
ภ์	2.0
ภ‘	0.0
ภ’	1.0
ภ“	0.0
ภ”	1.0
มก	28.0
มข	30.0
มค	37.0
มฆ	2.0
มง	5.0
มจ	18.0
มฉ	1.0
มช	75.0
มซ	5.0
มญ	0.0
มฏ	0.0
มฐ	0.0
มณ	0.0
มด	23.0
มต	55.0
มถ	3.0
มท	44.0
มธ	6.0
มน	42.0
มบ	15.0
มป	8.0
มผ	10.0
มฝ	2.0
มพ	19.0
มฟ	0.0
มภ	8.0
มม	8.0
มย	8.0
มร	40.0
มฤ	0.0
มล	13.0
มว	0.0
มศ	0.0
มษ	0.0
มส	27.0
มห	18.0
มอ	46.0
มฮ	0.0
มะ	5.0
มั	33.0
มา	145.0
มำ	0.0
มิ	59.0
มี	148.0
มึ	1.0
มื	73.0
มุ	6.0
มู	0.0
มเ	96.0
มแ	24.0
มโ	12.0
มใ	24.0
มไ	20.0
มๆ	0.0
ม็	1.0
ม่	209.0
ม้	12.0
ม๋	0.0
ม์	11.0
ม‘	0.0
ม’	0.0
ม“	0.0
ม”	1.0
ยก	68.0
ยข	48.0
ยค	62.0
ยฆ	0.0
ยง	13.0
ยจ	23.0
ยฉ	3.0
ยช	5.0
ยซ	53.0
ยญ	0.0
ยฏ	0.0
ยฐ	0.0
ยณ	0.0
ยด	15.0
ยต	13.0
ยถ	11.0
ยท	73.0
ยธ	1.0
ยน	55.0
ยบ	16.0
ยป	20.0
ยผ	4.0
ยฝ	0.0
ยพ	43.0
ยฟ	0.0
ยภ	1.0
ยม	12.0
ยย	4.0
ยร	23.0
ยฤ	2.0
ยล	2.0
ยว	114.0
ยศ	2.0
ยษ	0.0
ยส	13.0
ยห	4.0
ยอ	49.0
ยฮ	0.0
ยะ	0.0
ยั	60.0
ยา	62.0
ยำ	2.0
ยิ	53.0
ยี	4.0
ยึ	3.0
ยื	7.0
ยุ	8.0
ยู	130.0
ยเ	55.0
ยแ	41.0
ยโ	0.0
ยใ	18.0
ยไ	22.0
ยๆ	0.0
ย็	0.0
ย่	109.0
ย้	1.0
ย๋	0.0
ย์	44.0
ย‘	0.0
ย’	6.0
ย“	0.0
ย”	0.0
รก	33.0
รข	20.0
รค	8.0
รฆ	1.0
รง	194.0
รจ	10.0
รฉ	0.0
รช	6.0
รซ	3.0
รญ	0.0
รฏ	0.0
รฐ	0.0
รณ	23.0
รด	88.0
รต	19.0
รถ	16.0
รท	44.0
รธ	7.0
รน	11.0
รบ	3.0
รป	8.0
รผ	0.0
รฝ	0.0
รพ	20.0
รฟ	1.0
รภ	4.0
รม	118.0
รย	5.0
รร	196.0
รฤ	0.0
รล	10.0
รว	9.0
รศ	0.0
รษ	1.0
รส	8.0
รห	8.0
รอ	60.0
รฮ	0.0
ระ	880.0
รั	185.0
รา	544.0
รำ	3.0
ริ	171.0
รี	38.0
รึ	3.0
รื	98.0
รุ	16.0
รู	45.0
รเ	57.0
รแ	14.0
รโ	3.0
รใ	5.0
รไ	16.0
รๆ	0.0
ร็	12.0
ร่	30.0
ร้	74.0
ร๋	0.0
ร์	24.0
ร‘	0.0
ร’	1.0
ร“	0.0
ร”	0.0
ฤก	0.0
ฤข	0.0
ฤค	0.0
ฤฆ	0.0
ฤง	0.0
ฤจ	0.0
ฤฉ	0.0
ฤช	0.0
ฤซ	0.0
ฤญ	0.0
ฤฏ	0.0
ฤฐ	0.0
ฤณ	0.0
ฤด	0.0
ฤต	0.0
ฤถ	0.0
ฤท	12.0
ฤธ	0.0
ฤน	0.0
ฤบ	0.0
ฤป	0.0
ฤผ	0.0
ฤฝ	0.0
ฤพ	0.0
ฤฟ	0.0
ฤภ	0.0
ฤม	0.0
ฤย	0.0
ฤร	0.0
ฤฤ	0.0
ฤล	0.0
ฤว	0.0
ฤศ	0.0
ฤษ	0.0
ฤส	0.0
ฤห	0.0
ฤอ	0.0
ฤฮ	0.0
ฤะ	0.0
ฤั	0.0
ฤา	0.0
ฤำ	0.0
ฤิ	0.0
ฤี	0.0
ฤึ	0.0
ฤื	0.0
ฤุ	0.0
ฤู	0.0
ฤเ	0.0
ฤแ	0.0
ฤโ	0.0
ฤใ	0.0
ฤไ	0.0
ฤๆ	0.0
ฤ็	0.0
ฤ่	0.0
ฤ้	0.0
ฤ๋	0.0
ฤ์	0.0
ฤ‘	0.0
ฤ’	0.0
ฤ“	0.0
ฤ”	0.0
ลก	14.0
ลข	4.0
ลค	0.0
ลฆ	0.0
ลง	18.0
ลจ	2.0
ลฉ	0.0
ลช	0.0
ลซ	0.0
ลญ	0.0
ลฏ	0.0
ลฐ	0.0
ลณ	0.0
ลด	3.0
ลต	2.0
ลถ	1.0
ลท	9.0
ลธ	0.0
ลน	3.0
ลบ	2.0
ลป	0.0
ลผ	0.0
ลฝ	0.0
ลพ	0.0
ลฟ	0.0
ลภ	4.0
ลม	3.0
ลย	28.0
ลร	0.0
ลฤ	0.0
ลล	4.0
ลว	7.0
ลศ	0.0
ลษ	0.0
ลส	3.0
ลห	3.0
ลอ	10.0
ลฮ	0.0
ละ	296.0
ลั	45.0
ลา	153.0
ลำ	5.0
ลิ	7.0
ลี	20.0
ลึ	5.0
ลื	25.0
ลุ	1.0
ลู	4.0
ลเ	2.0
ลแ	6.0
ลโ	2.0
ลใ	3.0
ลไ	3.0
ลๆ	0.0
ล็	4.0
ล่	148.0
ล้	144.0
ล๋	0.0
ล์	0.0
ล‘	0.0
ล’	1.0
ล“	0.0
ล”	0.0
วก	471.0
วข	11.0
วค	1.0
วฆ	0.0
วง	28.0
วจ	6.0
วฉ	1.0
วช	3.0
วซ	1.0
วญ	3.0
วฏ	0.0
วฐ	0.0
วณ	1.0
วด	16.0
วต	7.0
วถ	1.0
วท	14.0
วธ	0.0
วน	18.0
วบ	2.0
วป	20.0
วผ	1.0
วฝ	0.0
วพ	15.0
วฟ	1.0
วภ	1.0
วม	11.0
วย	160.0
วร	39.0
วฤ	0.0
วล	7.0
วว	38.0
วศ	0.0
วษ	0.0
วส	2.0
วห	5.0
วอ	12.0
วฮ	0.0
วะ	12.0
วั	41.0
วา	393.0
วำ	0.0
วิ	110.0
วี	0.0
วึ	0.0
วื	0.0
วุ	1.0
วู	0.0
วเ	22.0
วแ	14.0
วโ	16.0
วใ	5.0
วไ	3.0
วๆ	0.0
ว็	0.0
ว่	342.0
ว้	75.0
ว๋	0.0
ว์	3.0
ว‘	0.0
ว’	2.0
ว“	0.0
ว”	0.0
ศก	2.0
ศข	6.0
ศค	2.0
ศฆ	0.0
ศง	0.0
ศจ	15.0
ศฉ	0.0
ศช	0.0
ศซ	0.0
ศญ	0.0
ศฏ	0.0
ศฐ	0.0
ศณ	0.0
ศด	0.0
ศต	0.0
ศถ	0.0
ศท	0.0
ศธ	0.0
ศน	1.0
ศบ	0.0
ศป	0.0
ศผ	0.0
ศฝ	0.0
ศพ	1.0
ศฟ	0.0
ศภ	0.0
ศม	3.0
ศย	0.0
ศร	7.0
ศฤ	0.0
ศล	0.0
ศว	1.0
ศศ	0.0
ศษ	1.0
ศส	2.0
ศห	0.0
ศอ	4.0
ศฮ	0.0
ศะ	0.0
ศั	11.0
ศา	4.0
ศำ	0.0
ศิ	5.0
ศี	24.0
ศึ	0.0
ศื	0.0
ศุ	0.0
ศู	0.0
ศเ	1.0
ศแ	0.0
ศโ	1.0
ศใ	2.0
ศไ	0.0
ศๆ	0.0
ศ็	0.0
ศ่	0.0
ศ้	0.0
ศ๋	0.0
ศ์	0.0
ศ‘	0.0
ศ’	0.0
ศ“	0.0
ศ”	0.0
ษก	3.0
ษข	3.0
ษค	2.0
ษฆ	0.0
ษง	0.0
ษจ	0.0
ษฉ	0.0
ษช	0.0
ษซ	0.0
ษญ	0.0
ษฏ	0.0
ษฐ	9.0
ษณ	3.0
ษด	0.0
ษต	1.0
ษถ	0.0
ษท	4.0
ษธ	0.0
ษน	0.0
ษบ	3.0
ษป	0.0
ษผ	2.0
ษฝ	0.0
ษพ	2.0
ษฟ	0.0
ษภ	0.0
ษม	0.0
ษย	33.0
ษร	4.0
ษฤ	0.0
ษล	0.0
ษว	0.0
ษศ	0.0
ษษ	0.0
ษส	0.0
ษห	1.0
ษอ	1.0
ษฮ	0.0
ษะ	1.0
ษั	0.0
ษา	16.0
ษำ	0.0
ษิ	0.0
ษี	2.0
ษึ	0.0
ษื	0.0
ษุ	0.0
ษู	0.0
ษเ	1.0
ษแ	3.0
ษโ	0.0
ษใ	0.0
ษไ	1.0
ษๆ	0.0
ษ็	0.0
ษ่	0.0
ษ้	0.0
ษ๋	0.0
ษ์	0.0
ษ‘	0.0
ษ’	0.0
ษ“	0.0
ษ”	0.0
สก	2.0
สข	7.0
สค	0.0
สฆ	0.0
สง	44.0
สจ	0.0
สฉ	0.0
สช	0.0
สซ	1.0
สญ	0.0
สฏ	0.0
สฐ	0.0
สณ	0.0
สด	11.0
สต	87.0
สถ	7.0
สท	8.0
สธ	0.0
สน	8.0
สบ	3.0
สป	0.0
สผ	3.0
สฝ	0.0
สพ	1.0
สฟ	0.0
สภ	1.0
สม	30.0
สย	5.0
สร	76.0
สฤ	0.0
สล	0.0
สว	18.0
สศ	0.0
สษ	0.0
สส	9.0
สห	0.0
สอ	16.0
สฮ	0.0
สะ	7.0
สั	44.0
สา	50.0
สำ	41.0
สิ	113.0
สี	20.0
สึ	1.0
สื	8.0
สุ	81.0
สู	35.0
สเ	11.0
สแ	5.0
สโ	5.0
สใ	0.0
สไ	3.0
สๆ	0.0
ส็	0.0
ส่	16.0
ส้	0.0
ส๋	0.0
ส์	0.0
ส‘	0.0
ส’	0.0
ส“	0.0
ส”	0.0
หก	3.0
หข	0.0
หค	0.0
หฆ	0.0
หง	2.0
หจ	0.0
หฉ	0.0
หช	0.0
หซ	0.0
หญ	5.0
หฏ	0.0
หฐ	0.0
หณ	0.0
หด	0.0
หต	57.0
หถ	0.0
หท	0.0
หธ	0.0
หน	127.0
หบ	1.0
หป	0.0
หผ	0.0
หฝ	0.0
หพ	0.0
หฟ	0.0
หภ	0.0
หม	44.0
หย	12.0
หร	96.0
หฤ	0.0
หล	192.0
หว	24.0
หศ	0.0
หษ	0.0
หส	0.0
หห	0.0
หอ	1.0
หฮ	0.0
หะ	0.0
หั	15.0
หา	46.0
หำ	0.0
หิ	7.0
หี	0.0
หึ	0.0
หื	0.0
หุ	0.0
หู	1.0
หเ	0.0
หแ	0.0
หโ	0.0
หใ	0.0
หไ	0.0
หๆ	0.0
ห็	28.0
ห่	83.0
ห้	182.0
ห๋	0.0
ห์	11.0
ห‘	0.0
ห’	1.0
ห“	0.0
ห”	0.0
อก	85.0
อข	24.0
อค	29.0
อฆ	0.0
อง	787.0
อจ	9.0
อฉ	0.0
อช	7.0
อซ	5.0
อญ	1.0
อฏ	0.0
อฐ	0.0
อณ	0.0
อด	51.0
อต	13.0
อถ	10.0
อท	17.0
อธ	16.0
อน	95.0
อบ	149.0
อป	4.0
อผ	6.0
อฝ	13.0
อพ	87.0
อฟ	16.0
อภ	0.0
อม	44.0
อย	264.0
อร	17.0
อฤ	1.0
อล	23.0
อว	58.0
อศ	0.0
อษ	0.0
อส	32.0
อห	38.0
ออ	27.0
อฮ	0.0
อะ	15.0
อั	66.0
อา	56.0
อำ	13.0
อิ	34.0
อี	29.0
อึ	0.0
อื	8.0
อุ	5.0
อู	1.0
อเ	46.0
อแ	6.0
อโ	6.0
อใ	35.0
อไ	20.0
อๆ	0.0
อ็	0.0
อ่	12.0
อ้	6.0
อ๋	6.0
อ์	0.0
อ‘	0.0
อ’	1.0
อ“	0.0
อ”	4.0
ฮก	0.0
ฮข	0.0
ฮค	0.0
ฮฆ	0.0
ฮง	0.0
ฮจ	0.0
ฮฉ	0.0
ฮช	0.0
ฮซ	0.0
ฮญ	0.0
ฮฏ	0.0
ฮฐ	0.0
ฮณ	0.0
ฮด	0.0
ฮต	0.0
ฮถ	0.0
ฮท	0.0
ฮธ	0.0
ฮน	0.0
ฮบ	0.0
ฮป	0.0
ฮผ	0.0
ฮฝ	0.0
ฮพ	0.0
ฮฟ	0.0
ฮภ	0.0
ฮม	0.0
ฮย	0.0
ฮร	0.0
ฮฤ	0.0
ฮล	0.0
ฮว	0.0
ฮศ	0.0
ฮษ	0.0
ฮส	0.0
ฮห	0.0
ฮอ	2.0
ฮฮ	1.0
ฮะ	0.0
ฮั	11.0
ฮา	1.0
ฮำ	0.0
ฮิ	0.0
ฮี	0.0
ฮึ	0.0
ฮื	0.0
ฮุ	0.0
ฮู	0.0
ฮเ	1.0
ฮแ	0.0
ฮโ	1.0
ฮใ	0.0
ฮไ	0.0
ฮๆ	0.0
ฮ็	0.0
ฮ่	0.0
ฮ้	0.0
ฮ๋	0.0
ฮ์	0.0
ฮ‘	0.0
ฮ’	0.0
ฮ“	0.0
ฮ”	0.0
ะก	68.0
ะข	31.0
ะค	111.0
ะฆ	0.0
ะง	0.0
ะจ	22.0
ะฉ	2.0
ะช	27.0
ะซ	1.0
ะญ	0.0
ะฏ	0.0
ะฐ	0.0
ะณ	0.0
ะด	26.0
ะต	32.0
ะถ	22.0
ะท	158.0
ะธ	0.0
ะน	55.0
ะบ	31.0
ะป	18.0
ะผ	47.0
ะฝ	0.0
ะพ	49.0
ะฟ	1.0
ะภ	0.0
ะม	30.0
ะย	14.0
ะร	87.0
ะฤ	0.0
ะล	5.0
ะว	132.0
ะศ	1.0
ะษ	0.0
ะส	48.0
ะห	14.0
ะอ	170.0
ะฮ	0.0
ะะ	0.0
ะั	0.0
ะา	0.0
ะำ	0.0
ะิ	0.0
ะี	0.0
ะึ	0.0
ะื	0.0
ะุ	0.0
ะู	0.0
ะเ	354.0
ะแ	10.0
ะโ	23.0
ะใ	6.0
ะไ	91.0
ะๆ	0.0
ะ็	0.0
ะ่	0.0
ะ้	0.0
ะ๋	0.0
ะ์	0.0
ะ‘	0.0
ะ’	0.0
ะ“	0.0
ะ”	0.0
ัก	105.0
ัข	0.0
ัค	7.0
ัฆ	0.0
ัง	159.0
ัจ	2.0
ัฉ	0.0
ัช	0.0
ัซ	0.0
ัญ	117.0
ัฏ	0.0
ัฐ	0.0
ัณ	5.0
ัด	55.0
ัต	135.0
ัถ	0.0
ัท	1.0
ัธ	1.0
ัน	188.0
ับ	257.0
ัป	0.0
ัผ	0.0
ัฝ	0.0
ัพ	7.0
ัฟ	0.0
ัภ	0.0
ัม	23.0
ัย	52.0
ัร	0.0
ัฤ	0.0
ัล	2.0
ัว	54.0
ัศ	1.0
ัษ	0.0
ัส	31.0
ัห	0.0
ัอ	0.0
ัฮ	0.0
ัะ	0.0
ัั	0.0
ัา	0.0
ัำ	0.0
ัิ	0.0
ัี	0.0
ัึ	0.0
ัื	0.0
ัุ	0.0
ัู	0.0
ัเ	0.0
ัแ	0.0
ัโ	0.0
ัใ	0.0
ัไ	0.0
ัๆ	0.0
ั็	0.0
ั่	49.0
ั้	465.0
ั๋	0.0
ั์	0.0
ั‘	0.0
ั’	0.0
ั“	0.0
ั”	0.0
าก	262.0
าข	80.0
าค	51.0
าฆ	1.0
าง	267.0
าจ	124.0
าฉ	3.0
าช	110.0
าซ	8.0
าญ	2.0
าฏ	0.0
าฐ	0.0
าณ	46.0
าด	31.0
าต	82.0
าถ	32.0
าท	111.0
าธ	2.0
าน	413.0
าบ	47.0
าป	79.0
าผ	37.0
าฝ	0.0
าพ	269.0
าฟ	0.0
าภ	3.0
าม	524.0
าย	381.0
าร	285.0
าฤ	0.0
าล	6.0
าว	103.0
าศ	68.0
าษ	2.0
าส	77.0
าห	39.0
าอ	62.0
าฮ	11.0
าะ	152.0
าั	0.0
าา	0.0
าำ	0.0
าิ	0.0
าี	0.0
าึ	0.0
าื	0.0
าุ	0.0
าู	0.0
าเ	154.0
าแ	50.0
าโ	49.0
าใ	53.0
าไ	89.0
าๆ	0.0
า็	0.0
า่	0.0
า้	0.0
า๋	0.0
า์	0.0
า‘	0.0
า’	5.0
า“	0.0
า”	4.0
ำก	6.0
ำข	8.0
ำค	13.0
ำฆ	0.0
ำง	5.0
ำจ	1.0
ำฉ	0.0
ำช	1.0
ำซ	0.0
ำญ	0.0
ำฏ	0.0
ำฐ	0.0
ำณ	0.0
ำด	5.0
ำต	8.0
ำถ	0.0
ำท	6.0
ำธ	0.0
ำน	20.0
ำบ	12.0
ำป	0.0
ำผ	0.0
ำฝ	0.0
ำพ	11.0
ำฟ	0.0
ำภ	0.0
ำม	1.0
ำย	0.0
ำร	19.0
ำฤ	0.0
ำล	11.0
ำว	0.0
ำศ	0.0
ำษ	0.0
ำส	25.0
ำห	24.0
ำอ	9.0
ำฮ	0.0
ำะ	0.0
ำั	0.0
ำา	0.0
ำำ	0.0
ำิ	0.0
ำี	0.0
ำึ	0.0
ำื	0.0
ำุ	0.0
ำู	0.0
ำเ	30.0
ำแ	15.0
ำโ	1.0
ำใ	45.0
ำไ	21.0
ำๆ	0.0
ำ็	0.0
ำ่	0.0
ำ้	0.0
ำ๋	0.0
ำ์	0.0
ำ‘	0.0
ำ’	0.0
ำ“	0.0
ำ”	0.0
ิก	11.0
ิข	16.0
ิค	4.0
ิฆ	0.0
ิง	31.0
ิจ	18.0
ิฉ	3.0
ิช	12.0
ิซ	2.0
ิญ	49.0
ิฏ	0.0
ิฐ	18.0
ิณ	0.0
ิด	117.0
ิต	76.0
ิถ	0.0
ิท	10.0
ิธ	5.0
ิน	88.0
ิบ	7.0
ิป	4.0
ิผ	0.0
ิฝ	0.0
ิพ	16.0
ิฟ	0.0
ิภ	3.0
ิม	10.0
ิย	11.0
ิร	7.0
ิฤ	0.0
ิล	4.0
ิว	23.0
ิศ	3.0
ิษ	15.0
ิส	174.0
ิห	3.0
ิอ	12.0
ิฮ	0.0
ิะ	0.0
ิั	0.0
ิา	0.0
ิำ	0.0
ิิ	0.0
ิี	0.0
ิึ	0.0
ิื	0.0
ิุ	0.0
ิู	0.0
ิเ	9.0
ิแ	19.0
ิโ	14.0
ิใ	18.0
ิไ	34.0
ิๆ	0.0
ิ็	0.0
ิ่	134.0
ิ้	15.0
ิ๋	0.0
ิ์	28.0
ิ‘	0.0
ิ’	0.0
ิ“	0.0
ิ”	0.0
ีก	53.0
ีข	18.0
ีค	29.0
ีฆ	0.0
ีง	0.0
ีจ	5.0
ีฉ	0.0
ีช	18.0
ีซ	2.0
ีญ	0.0
ีฏ	0.0
ีฐ	1.0
ีณ	0.0
ีด	1.0
ีต	13.0
ีถ	1.0
ีท	6.0
ีธ	2.0
ีน	6.0
ีบ	4.0
ีป	4.0
ีผ	3.0
ีฝ	0.0
ีพ	10.0
ีฟ	0.0
ีภ	1.0
ีม	4.0
ีย	159.0
ีร	11.0
ีฤ	0.0
ีล	0.0
ีว	39.0
ีศ	0.0
ีษ	0.0
ีส	7.0
ีห	2.0
ีอ	19.0
ีฮ	0.0
ีะ	0.0
ีั	0.0
ีา	0.0
ีำ	0.0
ีิ	0.0
ีี	0.0
ีึ	0.0
ีื	0.0
ีุ	0.0
ีู	0.0
ีเ	25.0
ีแ	23.0
ีโ	3.0
ีใ	9.0
ีไ	0.0
ีๆ	0.0
ี็	0.0
ี่	377.0
ี้	89.0
ี๋	0.0
ี์	0.0
ี‘	0.0
ี’	0.0
ี“	0.0
ี”	0.0
ึก	9.0
ึข	0.0
ึค	0.0
ึฆ	0.0
ึง	85.0
ึจ	0.0
ึฉ	0.0
ึช	0.0
ึซ	0.0
ึญ	0.0
ึฏ	0.0
ึฐ	0.0
ึณ	0.0
ึด	3.0
ึต	0.0
ึถ	0.0
ึท	0.0
ึธ	0.0
ึน	1.0
ึบ	0.0
ึป	0.0
ึผ	0.0
ึฝ	0.0
ึพ	0.0
ึฟ	0.0
ึภ	0.0
ึม	1.0
ึย	0.0
ึร	0.0
ึฤ	0.0
ึล	0.0
ึว	0.0
ึศ	0.0
ึษ	0.0
ึส	0.0
ึห	0.0
ึอ	0.0
ึฮ	0.0
ึะ	0.0
ึั	0.0
ึา	0.0
ึำ	0.0
ึิ	0.0
ึี	0.0
ึึ	0.0
ึื	0.0
ึุ	0.0
ึู	0.0
ึเ	0.0
ึแ	0.0
ึโ	0.0
ึใ	0.0
ึไ	0.0
ึๆ	0.0
ึ็	0.0
ึ่	189.0
ึ้	35.0
ึ๋	0.0
ึ์	0.0
ึ‘	0.0
ึ’	0.0
ึ“	0.0
ึ”	0.0
ืก	0.0
ืข	0.0
ืค	0.0
ืฆ	0.0
ืง	0.0
ืจ	0.0
ืฉ	0.0
ืช	0.0
ืซ	0.0
ืญ	0.0
ืฏ	0.0
ืฐ	0.0
ืณ	0.0
ืด	7.0
ืต	0.0
ืถ	0.0
ืท	0.0
ืธ	0.0
ืน	14.0
ืบ	7.0
ืป	0.0
ืผ	0.0
ืฝ	0.0
ืพ	0.0
ืฟ	0.0
ืภ	0.0
ืม	0.0
ืย	0.0
ืร	0.0
ืฤ	0.0
ืล	0.0
ืว	0.0
ืศ	0.0
ืษ	0.0
ืส	0.0
ืห	0.0
ือ	229.0
ืฮ	0.0
ืะ	0.0
ืั	0.0
ืา	0.0
ืำ	0.0
ืิ	0.0
ืี	0.0
ืึ	0.0
ืื	0.0
ืุ	0.0
ืู	0.0
ืเ	0.0
ืแ	0.0
ืโ	0.0
ืใ	0.0
ืไ	0.0
ืๆ	0.0
ื็	0.0
ื่	287.0
ื้	48.0
ื๋	0.0
ื์	0.0
ื‘	0.0
ื’	0.0
ื“	0.0
ื”	0.0
ุก	74.0
ุข	18.0
ุค	3.0
ุฆ	0.0
ุง	9.0
ุจ	1.0
ุฉ	28.0
ุช	0.0
ุซ	0.0
ุญ	2.0
ุฏ	0.0
ุฐ	0.0
ุณ	33.0
ุด	21.0
ุต	29.0
ุถ	0.0
ุท	30.0
ุธ	1.0
ุน	7.0
ุบ	11.0
ุป	2.0
ุผ	1.0
ุฝ	0.0
ุพ	6.0
ุฟ	0.0
ุภ	3.0
ุม	5.0
ุย	0.0
ุร	5.0
ุฤ	0.0
ุล	0.0
ุว	2.0
ุศ	0.0
ุษ	33.0
ุส	3.0
ุห	30.0
ุอ	0.0
ุฮ	0.0
ุะ	0.0
ุั	0.0
ุา	0.0
ุำ	0.0
ุิ	0.0
ุี	0.0
ุึ	0.0
ุื	0.0
ุุ	0.0
ุู	0.0
ุเ	0.0
ุแ	0.0
ุโ	0.0
ุใ	5.0
ุไ	2.0
ุๆ	0.0
ุ็	0.0
ุ่	3.0
ุ้	1.0
ุ๋	0.0
ุ์	1.0
ุ‘	0.0
ุ’	0.0
ุ“	0.0
ุ”	0.0
ูก	99.0
ูข	3.0
ูค	37.0
ูฆ	0.0
ูง	5.0
ูจ	3.0
ูฉ	0.0
ูช	3.0
ูซ	4.0
ูญ	0.0
ูฏ	0.0
ูฐ	0.0
ูณ	0.0
ูด	6.0
ูต	2.0
ูถ	0.0
ูท	0.0
ูธ	0.0
ูน	1.0
ูบ	0.0
ูป	8.0
ูผ	0.0
ูฝ	0.0
ูพ	0.0
ูฟ	1.0
ูภ	0.0
ูม	0.0
ูย	0.0
ูร	15.0
ูฤ	0.0
ูล	6.0
ูว	0.0
ูศ	0.0
ูษ	0.0
ูส	1.0
ูห	0.0
ูอ	1.0
ูฮ	0.0
ูะ	0.0
ูั	0.0
ูา	0.0
ูำ	0.0
ูิ	0.0
ูี	0.0
ูึ	0.0
ูื	0.0
ูุ	0.0
ูู	0.0
ูเ	9.0
ูแ	0.0
ูโ	0.0
ูใ	2.0
ูไ	0.0
ูๆ	0.0
ู็	0.0
ู่	153.0
ู้	290.0
ู๋	0.0
ู์	0.0
ู‘	0.0
ู’	0.0
ู“	0.0
ู”	0.0
เก	61.0
เข	232.0
เค	25.0
เฆ	0.0
เง	0.0
เจ	412.0
เฉ	0.0
เช	150.0
เซ	1.0
เญ	0.0
เฏ	0.0
เฐ	0.0
เณ	0.0
เด	58.0
เต	27.0
เถ	13.0
เท	31.0
เธ	0.0
เน	56.0
เบ	5.0
เป	396.0
เผ	6.0
เฝ	0.0
เพ	262.0
เฟ	3.0
เภ	0.0
เม	71.0
เย	45.0
เร	237.0
เฤ	0.0
เล	79.0
เว	11.0
เศ	3.0
เษ	0.0
เส	56.0
เห	199.0
เอ	103.0
เฮ	4.0
เะ	0.0
เั	0.0
เา	0.0
เำ	0.0
เิ	0.0
เี	0.0
เึ	0.0
เื	0.0
เุ	0.0
เู	0.0
เเ	0.0
เแ	0.0
เโ	0.0
เใ	0.0
เไ	0.0
เๆ	0.0
เ็	0.0
เ่	0.0
เ้	0.0
เ๋	0.0
เ์	0.0
เ‘	0.0
เ’	0.0
เ“	0.0
เ”	0.0
แก	107.0
แข	6.0
แค	8.0
แฆ	0.0
แง	0.0
แจ	2.0
แฉ	0.0
แช	3.0
แซ	0.0
แญ	0.0
แฏ	0.0
แฐ	0.0
แณ	0.0
แด	25.0
แต	159.0
แถ	0.0
แท	13.0
แธ	0.0
แน	4.0
แบ	11.0
แป	1.0
แผ	4.0
แฝ	0.0
แพ	1.0
แฟ	0.0
แภ	0.0
แม	9.0
แย	6.0
แร	8.0
แฤ	0.0
แล	414.0
แว	2.0
แศ	0.0
แษ	0.0
แส	11.0
แห	84.0
แอ	6.0
แฮ	0.0
แะ	0.0
แั	0.0
แา	0.0
แำ	0.0
แิ	0.0
แี	0.0
แึ	0.0
แื	0.0
แุ	0.0
แู	0.0
แเ	0.0
แแ	0.0
แโ	0.0
แใ	0.0
แไ	0.0
แๆ	0.0
แ็	0.0
แ่	0.0
แ้	0.0
แ๋	0.0
แ์	0.0
แ‘	0.0
แ’	0.0
แ“	0.0
แ”	0.0
โก	2.0
โข	0.0
โค	5.0
โฆ	0.0
โง	3.0
โจ	0.0
โฉ	1.0
โช	0.0
โซ	0.0
โญ	0.0
โฏ	0.0
โฐ	0.0
โณ	0.0
โด	167.0
โต	3.0
โถ	0.0
โท	26.0
โธ	0.0
โน	0.0
โบ	0.0
โป	16.0
โผ	0.0
โฝ	0.0
โพ	1.0
โฟ	1.0
โภ	0.0
โม	9.0
โย	8.0
โร	14.0
โฤ	0.0
โล	28.0
โว	0.0
โศ	2.0
โษ	0.0
โส	4.0
โห	1.0
โอ	12.0
โฮ	1.0
โะ	0.0
โั	0.0
โา	0.0
โำ	0.0
โิ	0.0
โี	0.0
โึ	0.0
โื	0.0
โุ	0.0
โู	0.0
โเ	0.0
โแ	0.0
โโ	0.0
โใ	0.0
โไ	0.0
โๆ	0.0
โ็	0.0
โ่	0.0
โ้	0.0
โ๋	0.0
โ์	0.0
โ‘	0.0
โ’	0.0
โ“	0.0
โ”	0.0
ใก	3.0
ใข	0.0
ใค	8.0
ใฆ	0.0
ใง	0.0
ใจ	67.0
ใฉ	0.0
ใช	75.0
ใซ	0.0
ใญ	0.0
ใฏ	0.0
ใฐ	0.0
ใณ	0.0
ใด	72.0
ใต	16.0
ใถ	0.0
ใท	0.0
ใธ	0.0
ใน	196.0
ใบ	0.0
ใป	0.0
ใผ	0.0
ใฝ	1.0
ใพ	0.0
ใฟ	0.0
ใภ	0.0
ใม	0.0
ใย	1.0
ใร	0.0
ใฤ	0.0
ใล	0.0
ใว	0.0
ใศ	0.0
ใษ	0.0
