comb	times
nP	0.0
nQ	0.0
nR	0.0
nS	0.0
nT	0.0
nU	0.0
nW	0.0
nY	0.0
nZ	0.0
n[	0.0
n]	0.0
na	44.0
nb	0.0
nc	23.0
nd	383.0
ne	193.0
nf	0.0
ng	374.0
nh	1.0
ni	29.0
nj	1.0
nk	4.0
nl	21.0
nm	0.0
nn	6.0
no	346.0
np	0.0
nq	0.0
nr	0.0
ns	65.0
nt	141.0
nu	12.0
nv	6.0
nw	0.0
nx	0.0
ny	20.0
oA	0.0
oB	0.0
oC	0.0
oD	0.0
oE	0.0
oF	0.0
oG	0.0
oH	0.0
oI	0.0
oJ	0.0
oL	0.0
oM	0.0
oN	0.0
oO	0.0
oP	0.0
oQ	0.0
oR	0.0
oS	0.0
oT	0.0
oU	0.0
oW	0.0
oY	0.0
oZ	0.0
o[	0.0
o]	0.0
oa	2.0
ob	4.0
oc	1.0
od	266.0
oe	26.0
of	468.0
og	6.0
oh	1.0
oi	28.0
oj	0.0
ok	8.0
ol	46.0
om	158.0
on	368.0
oo	77.0
op	47.0
oq	0.0
or	466.0
os	103.0
ot	275.0
ou	519.0
ov	65.0
ow	134.0
ox	0.0
oy	10.0
pA	0.0
pB	0.0
pC	0.0
pD	0.0
pE	0.0
pF	0.0
pG	0.0
pH	0.0
pI	0.0
pJ	0.0
pL	0.0
pM	0.0
pN	0.0
pO	0.0
pP	0.0
pQ	0.0
pR	0.0
pS	0.0
pT	0.0
pU	0.0
pW	0.0
pY	0.0
pZ	0.0
p[	0.0
p]	0.0
pa	35.0
pb	0.0
pc	0.0
pd	0.0
pe	55.0
pf	0.0
pg	0.0
ph	7.0
pi	54.0
pj	0.0
pk	0.0
pl	46.0
pm	0.0
pn	0.0
po	61.0
pp	16.0
pq	0.0
pr	56.0
ps	4.0
pt	9.0
pu	78.0
pv	0.0
pw	0.0
px	0.0
py	4.0
qA	0.0
qB	0.0
qC	0.0
qD	0.0
qE	0.0
qF	0.0
qG	0.0
qH	0.0
qI	0.0
qJ	0.0
qL	0.0
qM	0.0
qN	0.0
qO	0.0
qP	0.0
qQ	0.0
qR	0.0
qS	0.0
qT	0.0
qU	0.0
qW	0.0
qY	0.0
qZ	0.0
q[	0.0
q]	0.0
qa	0.0
qb	0.0
qc	0.0
qd	0.0
qe	0.0
qf	0.0
qg	0.0
qh	0.0
qi	0.0
qj	0.0
qk	0.0
ql	0.0
qm	0.0
qn	0.0
qo	0.0
qp	0.0
qq	0.0
qr	0.0
qs	0.0
qt	0.0
qu	14.0
qv	0.0
qw	0.0
qx	0.0
qy	0.0
rA	0.0
rB	0.0
rC	0.0
rD	0.0
rE	0.0
rF	0.0
rG	0.0
rH	0.0
rI	0.0
rJ	0.0
rL	0.0
rM	0.0
rN	0.0
rO	0.0
rP	0.0
rQ	0.0
rR	0.0
rS	0.0
rT	0.0
rU	0.0
rW	0.0
rY	0.0
rZ	0.0
r[	0.0
r]	0.0
ra	90.0
rb	1.0
rc	55.0
rd	110.0
re	442.0
rf	0.0
rg	2.0
rh	0.0
ri	248.0
rj	0.0
rk	45.0
rl	8.0
rm	9.0
rn	17.0
ro	200.0
rp	11.0
rq	0.0
rr	7.0
rs	111.0
rt	75.0
ru	60.0
rv	25.0
rw	3.0
rx	0.0
ry	53.0
sA	0.0
sB	0.0
sC	0.0
sD	0.0
sE	0.0
sF	0.0
sG	0.0
sH	0.0
sI	0.0
sJ	0.0
sL	0.0
sM	0.0
sN	0.0
sO	0.0
sP	0.0
sQ	0.0
sR	0.0
sS	0.0
sT	0.0
sU	0.0
sW	0.0
sY	0.0
sZ	0.0
s[	0.0
s]	0.0
sa	147.0
sb	7.0
sc	15.0
sd	2.0
se	341.0
sf	0.0
sg	0.0
sh	70.0
si	145.0
sj	0.0
sk	0.0
sl	3.0
sm	5.0
sn	54.0
so	119.0
sp	14.0
sq	0.0
sr	13.0
ss	83.0
st	159.0
su	65.0
sv	0.0
sw	4.0
sx	0.0
sy	1.0
tA	0.0
tB	0.0
tC	0.0
tD	0.0
tE	0.0
tF	0.0
tG	0.0
tH	0.0
tI	0.0
tJ	0.0
tL	0.0
tM	0.0
tN	0.0
tO	0.0
tP	0.0
tQ	0.0
tR	0.0
tS	0.0
tT	0.0
tU	0.0
tW	0.0
tY	0.0
tZ	0.0
t[	0.0
t]	0.0
ta	68.0
tb	0.0
tc	2.0
td	0.0
te	127.0
tf	0.0
tg	0.0
th	1554.0
ti	160.0
tj	0.0
tk	0.0
tl	6.0
tm	0.0
tn	7.0
to	438.0
tp	0.0
tq	0.0
tr	56.0
ts	65.0
tt	20.0
tu	17.0
tv	0.0
tw	3.0
tx	0.0
ty	12.0
uA	0.0
uB	0.0
uC	0.0
uD	0.0
uE	0.0
uF	0.0
uG	0.0
uH	0.0
uI	0.0
uJ	0.0
uL	0.0
uM	0.0
uN	0.0
uO	0.0
uP	0.0
uQ	0.0
uR	0.0
uS	0.0
uT	0.0
uU	0.0
uW	0.0
uY	0.0
uZ	0.0
u[	0.0
u]	0.0
ua	3.0
ub	13.0
uc	27.0
ud	26.0
ue	31.0
uf	1.0
ug	62.0
uh	0.0
ui	18.0
uj	0.0
uk	0.0
ul	38.0
um	35.0
un	79.0
uo	0.0
up	22.0
uq	0.0
ur	168.0
us	244.0
ut	279.0
uu	0.0
uv	0.0
uw	0.0
ux	0.0
uy	0.0
vA	0.0
vB	0.0
vC	0.0
vD	0.0
vE	0.0
vF	0.0
vG	0.0
vH	0.0
vI	0.0
vJ	0.0
vL	0.0
vM	0.0
vN	0.0
vO	0.0
vP	0.0
vQ	0.0
vR	0.0
vS	0.0
vT	0.0
vU	0.0
vW	0.0
vY	0.0
vZ	0.0
v[	0.0
v]	0.0
va	47.0
vb	0.0
vc	0.0
vd	0.0
ve	433.0
vf	0.0
vg	0.0
vh	0.0
vi	95.0
vj	0.0
vk	0.0
vl	0.0
vm	0.0
vn	0.0
vo	0.0
vp	0.0
vq	0.0
vr	0.0
vs	0.0
vt	0.0
vu	0.0
vv	0.0
vw	0.0
vx	0.0
vy	5.0
wA	0.0
wB	0.0
wC	0.0
wD	0.0
wE	0.0
wF	0.0
wG	0.0
wH	0.0
wI	0.0
wJ	0.0
wL	0.0
wM	0.0
wN	0.0
wO	0.0
wP	0.0
wQ	0.0
wR	0.0
wS	0.0
wT	0.0
wU	0.0
wW	0.0
wY	0.0
wZ	0.0
w[	0.0
w]	0.0
wa	130.0
wb	0.0
wc	0.0
wd	0.0
we	174.0
wf	0.0
wg	0.0
wh	358.0
wi	200.0
wj	0.0
wk	0.0
wl	37.0
wm	0.0
wn	7.0
wo	93.0
wp	0.0
wq	0.0
wr	38.0
ws	19.0
wt	0.0
wu	0.0
wv	0.0
ww	0.0
wx	0.0
wy	0.0
xA	0.0
xB	0.0
xC	0.0
xD	0.0
xE	0.0
xF	0.0
xG	0.0
xH	0.0
xI	0.0
xJ	0.0
xL	0.0
xM	0.0
xN	0.0
xO	0.0
xP	0.0
xQ	0.0
xR	0.0
xS	0.0
xT	0.0
xU	0.0
xW	0.0
xY	0.0
xZ	0.0
x[	0.0
x]	0.0
xa	0.0
xb	0.0
xc	0.0
xd	0.0
xe	4.0
xf	0.0
xg	0.0
xh	0.0
xi	4.0
xj	0.0
xk	0.0
xl	0.0
xm	0.0
xn	0.0
xo	0.0
xp	3.0
xq	0.0
xr	0.0
xs	0.0
xt	0.0
xu	0.0
xv	0.0
xw	0.0
xx	0.0
xy	0.0
yA	0.0
yB	0.0
yC	0.0
yD	0.0
yE	0.0
yF	0.0
yG	0.0
yH	0.0
yI	0.0
yJ	0.0
yL	0.0
yM	0.0
yN	0.0
yO	0.0
yP	0.0
yQ	0.0
yR	0.0
yS	0.0
yT	0.0
yU	0.0
yW	0.0
yY	0.0
yZ	0.0
y[	0.0
y]	0.0
ya	0.0
yb	0.0
yc	0.0
yd	0.0
ye	15.0
yf	0.0
yg	0.0
yh	0.0
yi	1.0
yj	0.0
yk	0.0
yl	0.0
ym	3.0
yn	1.0
yo	227.0
yp	2.0
yq	0.0
yr	1.0
ys	27.0
yt	6.0
yu	0.0
yv	0.0
yw	0.0
yx	0.0
yy	0.0
