comb	times
πἵ	0.0
πἶ	0.0
πἷ	0.0
πἸ	0.0
πὀ	0.0
πὁ	0.0
πὃ	0.0
πὄ	0.0
πὅ	0.0
πὈ	0.0
πὉ	0.0
πὋ	0.0
πὍ	0.0
πὐ	0.0
πὑ	0.0
πὓ	0.0
πὔ	0.0
πὕ	0.0
πὖ	0.0
πὗ	0.0
πὙ	0.0
πὠ	0.0
πὡ	0.0
πὢ	0.0
πὥ	0.0
πὦ	0.0
πὧ	0.0
πὩ	0.0
πὭ	0.0
πὮ	0.0
πὰ	0.0
πὲ	17.0
πὴ	0.0
πὶ	18.0
πὸ	38.0
πὺ	0.0
πὼ	0.0
πᾔ	0.0
πᾖ	0.0
πᾗ	0.0
πᾧ	0.0
πᾳ	0.0
πᾶ	23.0
πᾷ	0.0
πῃ	1.0
πῄ	0.0
πῆ	0.0
πῇ	0.0
πῒ	0.0
πῖ	0.0
πῥ	0.0
πῦ	0.0
πῬ	0.0
πῳ	2.0
πῴ	0.0
πῶ	9.0
πῷ	0.0
π—	0.0
π’	11.0
π⸀	0.0
π⸁	0.0
π⸂	0.0
π⸃	0.0
ρΐ	0.0
ρΑ	0.0
ρΒ	0.0
ρΓ	0.0
ρΔ	0.0
ρΕ	0.0
ρΖ	0.0
ρΚ	0.0
ρΛ	0.0
ρΜ	0.0
ρΝ	0.0
ρΟ	0.0
ρΠ	0.0
ρΣ	0.0
ρΤ	0.0
ρΦ	0.0
ρΧ	0.0
ρά	37.0
ρέ	15.0
ρή	12.0
ρί	83.0
ρα	139.0
ρβ	3.0
ργ	60.0
ρδ	15.0
ρε	37.0
ρζ	0.0
ρη	16.0
ρθ	6.0
ρι	191.0
ρκ	28.0
ρλ	0.0
ρμ	14.0
ρν	1.0
ρξ	1.0
ρο	126.0
ρπ	7.0
ρρ	5.0
ρς	0.0
ρσ	7.0
ρτ	73.0
ρυ	4.0
ρφ	4.0
ρχ	8.0
ρψ	0.0
ρω	34.0
ρϊ	0.0
ρϋ	0.0
ρό	30.0
ρύ	6.0
ρώ	25.0
ρἀ	0.0
ρἁ	0.0
ρἂ	0.0
ρἃ	0.0
ρἄ	0.0
ρἅ	0.0
ρἈ	0.0
ρἌ	0.0
ρἐ	0.0
ρἑ	0.0
ρἓ	0.0
ρἔ	0.0
ρἕ	0.0
ρἘ	0.0
ρἙ	0.0
ρἜ	0.0
ρἝ	0.0
ρἠ	0.0
ρἡ	0.0
ρἢ	0.0
ρἣ	0.0
ρἤ	0.0
ρἥ	0.0
ρἦ	0.0
ρἨ	0.0
ρἩ	0.0
ρἪ	0.0
ρἭ	0.0
ρἰ	0.0
ρἱ	0.0
ρἳ	0.0
ρἴ	0.0
ρἵ	0.0
ρἶ	0.0
ρἷ	0.0
ρἸ	0.0
ρὀ	0.0
ρὁ	0.0
ρὃ	0.0
ρὄ	0.0
ρὅ	0.0
ρὈ	0.0
ρὉ	0.0
ρὋ	0.0
ρὍ	0.0
ρὐ	0.0
ρὑ	0.0
ρὓ	0.0
ρὔ	0.0
ρὕ	0.0
ρὖ	0.0
ρὗ	0.0
ρὙ	0.0
ρὠ	0.0
ρὡ	0.0
ρὢ	0.0
ρὥ	0.0
ρὦ	0.0
ρὧ	0.0
ρὩ	0.0
ρὭ	0.0
ρὮ	0.0
ρὰ	9.0
ρὲ	0.0
ρὴ	0.0
ρὶ	15.0
ρὸ	26.0
ρὺ	0.0
ρὼ	0.0
ρᾔ	0.0
ρᾖ	0.0
ρᾗ	0.0
ρᾧ	0.0
ρᾳ	4.0
ρᾶ	6.0
ρᾷ	1.0
ρῃ	0.0
ρῄ	1.0
ρῆ	3.0
ρῇ	0.0
ρῒ	0.0
ρῖ	0.0
ρῥ	0.0
ρῦ	0.0
ρῬ	0.0
ρῳ	5.0
ρῴ	0.0
ρῶ	22.0
ρῷ	4.0
ρ—	0.0
ρ’	5.0
ρ⸀	0.0
ρ⸁	0.0
ρ⸂	0.0
ρ⸃	4.0
ςΐ	0.0
ςΑ	0.0
ςΒ	0.0
ςΓ	0.0
ςΔ	0.0
ςΕ	0.0
ςΖ	0.0
ςΚ	0.0
ςΛ	0.0
ςΜ	0.0
ςΝ	0.0
ςΟ	0.0
ςΠ	0.0
ςΣ	0.0
ςΤ	0.0
ςΦ	0.0
ςΧ	0.0
ςά	0.0
ςέ	0.0
ςή	0.0
ςί	0.0
ςα	0.0
ςβ	0.0
ςγ	0.0
ςδ	0.0
ςε	0.0
ςζ	0.0
ςη	0.0
ςθ	0.0
ςι	0.0
ςκ	0.0
ςλ	0.0
ςμ	0.0
ςν	0.0
ςξ	0.0
ςο	0.0
ςπ	0.0
ςρ	0.0
ςς	0.0
ςσ	0.0
ςτ	0.0
ςυ	0.0
ςφ	0.0
ςχ	0.0
ςψ	0.0
ςω	0.0
ςϊ	0.0
ςϋ	0.0
ςό	0.0
ςύ	0.0
ςώ	0.0
ςἀ	0.0
ςἁ	0.0
ςἂ	0.0
ςἃ	0.0
ςἄ	0.0
ςἅ	0.0
ςἈ	0.0
ςἌ	0.0
ςἐ	0.0
ςἑ	0.0
ςἓ	0.0
ςἔ	0.0
ςἕ	0.0
ςἘ	0.0
ςἙ	0.0
ςἜ	0.0
ςἝ	0.0
ςἠ	0.0
ςἡ	0.0
ςἢ	0.0
ςἣ	0.0
ςἤ	0.0
ςἥ	0.0
ςἦ	0.0
ςἨ	0.0
ςἩ	0.0
ςἪ	0.0
ςἭ	0.0
ςἰ	0.0
ςἱ	0.0
ςἳ	0.0
ςἴ	0.0
ςἵ	0.0
ςἶ	0.0
ςἷ	0.0
ςἸ	0.0
ςὀ	0.0
ςὁ	0.0
ςὃ	0.0
ςὄ	0.0
ςὅ	0.0
ςὈ	0.0
ςὉ	0.0
ςὋ	0.0
ςὍ	0.0
ςὐ	0.0
ςὑ	0.0
ςὓ	0.0
ςὔ	0.0
ςὕ	0.0
ςὖ	0.0
ςὗ	0.0
ςὙ	0.0
ςὠ	0.0
ςὡ	0.0
ςὢ	0.0
ςὥ	0.0
ςὦ	0.0
ςὧ	0.0
ςὩ	0.0
ςὭ	0.0
ςὮ	0.0
ςὰ	0.0
ςὲ	0.0
ςὴ	0.0
ςὶ	0.0
ςὸ	0.0
ςὺ	0.0
ςὼ	0.0
ςᾔ	0.0
ςᾖ	0.0
ςᾗ	0.0
ςᾧ	0.0
ςᾳ	0.0
ςᾶ	0.0
ςᾷ	0.0
ςῃ	0.0
ςῄ	0.0
ςῆ	0.0
ςῇ	0.0
ςῒ	0.0
ςῖ	0.0
ςῥ	0.0
ςῦ	0.0
ςῬ	0.0
ςῳ	0.0
ςῴ	0.0
ςῶ	0.0
ςῷ	0.0
ς—	0.0
ς’	0.0
ς⸀	0.0
ς⸁	0.0
ς⸂	0.0
ς⸃	6.0
σΐ	0.0
σΑ	0.0
σΒ	0.0
σΓ	0.0
σΔ	0.0
σΕ	0.0
σΖ	0.0
σΚ	0.0
σΛ	0.0
σΜ	0.0
σΝ	0.0
σΟ	0.0
σΠ	0.0
σΣ	0.0
σΤ	0.0
σΦ	0.0
σΧ	0.0
σά	15.0
σέ	8.0
σή	1.0
σί	35.0
σα	158.0
σβ	0.0
σγ	0.0
σδ	3.0
σε	126.0
σζ	0.0
ση	14.0
σθ	96.0
σι	94.0
σκ	45.0
σλ	3.0
σμ	38.0
σν	0.0
σξ	0.0
σο	96.0
σπ	39.0
σρ	13.0
σς	0.0
σσ	31.0
στ	288.0
συ	45.0
σφ	7.0
σχ	12.0
σψ	0.0
σω	37.0
σϊ	0.0
σϋ	0.0
σό	7.0
σύ	43.0
σώ	12.0
σἀ	0.0
σἁ	0.0
σἂ	0.0
σἃ	0.0
σἄ	0.0
σἅ	0.0
σἈ	0.0
σἌ	0.0
σἐ	0.0
σἑ	0.0
σἓ	0.0
σἔ	0.0
σἕ	0.0
σἘ	0.0
σἙ	0.0
σἜ	0.0
σἝ	0.0
σἠ	0.0
σἡ	0.0
σἢ	0.0
σἣ	0.0
σἤ	0.0
σἥ	0.0
σἦ	0.0
σἨ	0.0
σἩ	0.0
σἪ	0.0
σἭ	0.0
σἰ	0.0
σἱ	0.0
σἳ	0.0
σἴ	0.0
σἵ	0.0
σἶ	0.0
σἷ	0.0
σἸ	0.0
σὀ	0.0
σὁ	0.0
σὃ	0.0
σὄ	0.0
σὅ	0.0
σὈ	0.0
σὉ	0.0
σὋ	0.0
σὍ	0.0
σὐ	0.0
σὑ	0.0
σὓ	0.0
σὔ	0.0
σὕ	0.0
σὖ	0.0
σὗ	0.0
σὙ	0.0
σὠ	0.0
σὡ	0.0
σὢ	0.0
σὥ	0.0
σὦ	0.0
σὧ	0.0
σὩ	0.0
σὭ	0.0
σὮ	0.0
σὰ	1.0
σὲ	2.0
σὴ	0.0
σὶ	3.0
σὸ	1.0
σὺ	15.0
σὼ	0.0
σᾔ	0.0
σᾖ	0.0
σᾗ	0.0
σᾧ	0.0
σᾳ	0.0
σᾶ	0.0
σᾷ	0.0
σῃ	14.0
σῄ	0.0
σῆ	4.0
σῇ	0.0
σῒ	0.0
σῖ	0.0
σῥ	0.0
σῦ	0.0
σῬ	0.0
σῳ	2.0
σῴ	0.0
σῶ	5.0
σῷ	0.0
σ—	0.0
σ’	0.0
σ⸀	0.0
σ⸁	0.0
σ⸂	0.0
σ⸃	0.0
τΐ	0.0
τΑ	0.0
τΒ	0.0
τΓ	0.0
τΔ	0.0
τΕ	0.0
τΖ	0.0
τΚ	0.0
τΛ	0.0
τΜ	0.0
τΝ	0.0
τΟ	0.0
τΠ	0.0
τΣ	0.0
τΤ	0.0
τΦ	0.0
τΧ	0.0
τά	31.0
τέ	38.0
τή	21.0
τί	114.0
τα	247.0
τβ	0.0
τγ	0.0
τδ	0.0
τε	243.0
τζ	0.0
τη	49.0
τθ	0.0
τι	233.0
τκ	0.0
τλ	0.0
τμ	0.0
τν	0.0
τξ	0.0
το	608.0
τπ	0.0
τρ	32.0
τς	0.0
τσ	0.0
ττ	1.0
τυ	15.0
τφ	0.0
τχ	0.0
τψ	0.0
τω	65.0
τϊ	0.0
τϋ	0.0
τό	34.0
τύ	2.0
τώ	6.0
τἀ	0.0
τἁ	0.0
τἂ	0.0
τἃ	0.0
τἄ	0.0
τἅ	0.0
τἈ	0.0
τἌ	0.0
τἐ	0.0
τἑ	0.0
τἓ	0.0
τἔ	0.0
τἕ	0.0
τἘ	0.0
τἙ	0.0
τἜ	0.0
τἝ	0.0
τἠ	0.0
τἡ	0.0
τἢ	0.0
τἣ	0.0
τἤ	0.0
τἥ	0.0
τἦ	0.0
τἨ	0.0
τἩ	0.0
τἪ	0.0
τἭ	0.0
τἰ	0.0
τἱ	0.0
τἳ	0.0
τἴ	0.0
τἵ	0.0
τἶ	0.0
τἷ	0.0
τἸ	0.0
τὀ	0.0
τὁ	0.0
τὃ	0.0
τὄ	0.0
τὅ	0.0
τὈ	0.0
τὉ	0.0
τὋ	0.0
τὍ	0.0
τὐ	0.0
τὑ	0.0
τὓ	0.0
τὔ	0.0
τὕ	0.0
τὖ	0.0
τὗ	0.0
τὙ	0.0
τὠ	0.0
τὡ	0.0
τὢ	0.0
τὥ	0.0
τὦ	0.0
τὧ	0.0
τὩ	0.0
τὭ	0.0
τὮ	0.0
τὰ	115.0
τὲ	2.0
τὴ	88.0
τὶ	7.0
τὸ	226.0
τὺ	0.0
τὼ	0.0
τᾔ	0.0
τᾖ	0.0
τᾗ	0.0
τᾧ	0.0
τᾳ	0.0
τᾶ	0.0
τᾷ	0.0
τῃ	0.0
τῄ	0.0
τῆ	103.0
τῇ	68.0
τῒ	0.0
τῖ	0.0
τῥ	0.0
τῦ	0.0
τῬ	0.0
τῳ	8.0
τῴ	0.0
τῶ	85.0
τῷ	155.0
τ—	0.0
τ’	10.0
τ⸀	0.0
τ⸁	0.0
τ⸂	0.0
τ⸃	0.0
υΐ	0.0
υΑ	0.0
υΒ	0.0
υΓ	0.0
υΔ	0.0
υΕ	0.0
υΖ	0.0
υΚ	0.0
υΛ	0.0
υΜ	0.0
υΝ	0.0
υΟ	0.0
υΠ	0.0
υΣ	0.0
υΤ	0.0
υΦ	0.0
υΧ	0.0
υά	0.0
υέ	1.0
υή	0.0
υί	0.0
υα	0.0
υβ	0.0
υγ	13.0
υδ	15.0
υε	2.0
υζ	1.0
υη	0.0
υθ	9.0
υι	0.0
υκ	0.0
υλ	17.0
υμ	27.0
υν	59.0
υξ	1.0
υο	0.0
υπ	4.0
υρ	51.0
υς	39.0
υσ	56.0
υτ	34.0
υυ	0.0
υφ	3.0
υχ	16.0
υψ	1.0
υω	0.0
υϊ	0.0
υϋ	0.0
υό	4.0
υύ	0.0
υώ	0.0
υἀ	0.0
υἁ	0.0
υἂ	0.0
υἃ	0.0
υἄ	0.0
υἅ	0.0
υἈ	0.0
υἌ	0.0
υἐ	0.0
υἑ	0.0
υἓ	0.0
υἔ	0.0
υἕ	0.0
υἘ	0.0
υἙ	0.0
υἜ	0.0
υἝ	0.0
υἠ	0.0
υἡ	0.0
υἢ	0.0
υἣ	0.0
υἤ	0.0
υἥ	0.0
υἦ	0.0
υἨ	0.0
υἩ	0.0
υἪ	0.0
υἭ	0.0
υἰ	0.0
υἱ	15.0
υἳ	0.0
υἴ	0.0
υἵ	0.0
υἶ	0.0
υἷ	0.0
υἸ	0.0
υὀ	0.0
υὁ	0.0
υὃ	0.0
υὄ	0.0
υὅ	0.0
υὈ	0.0
υὉ	0.0
υὋ	0.0
υὍ	0.0
υὐ	0.0
υὑ	0.0
υὓ	0.0
υὔ	0.0
υὕ	0.0
υὖ	0.0
υὗ	0.0
υὙ	0.0
υὠ	0.0
υὡ	0.0
υὢ	0.0
υὥ	0.0
υὦ	0.0
υὧ	0.0
υὩ	0.0
υὭ	0.0
υὮ	0.0
υὰ	0.0
υὲ	0.0
υὴ	0.0
υὶ	3.0
υὸ	0.0
υὺ	0.0
υὼ	0.0
υᾔ	0.0
υᾖ	0.0
υᾗ	0.0
υᾧ	0.0
υᾳ	0.0
υᾶ	0.0
υᾷ	0.0
υῃ	0.0
υῄ	0.0
υῆ	0.0
υῇ	0.0
υῒ	0.0
υῖ	0.0
υῥ	0.0
υῦ	0.0
υῬ	0.0
υῳ	0.0
υῴ	0.0
υῶ	0.0
υῷ	0.0
υ—	0.0
υ’	0.0
υ⸀	0.0
υ⸁	0.0
υ⸂	0.0
υ⸃	1.0
φΐ	0.0
φΑ	0.0
φΒ	0.0
φΓ	0.0
φΔ	0.0
φΕ	0.0
φΖ	0.0
φΚ	0.0
φΛ	0.0
φΜ	0.0
φΝ	0.0
φΟ	0.0
φΠ	0.0
φΣ	0.0
φΤ	0.0
φΦ	0.0
φΧ	0.0
φά	4.0
φέ	6.0
φή	3.0
φί	3.0
φα	16.0
φβ	0.0
φγ	0.0
φδ	0.0
φε	16.0
φζ	0.0
φη	11.0
φθ	14.0
φι	5.0
φκ	0.0
φλ	1.0
φμ	0.0
φν	0.0
φξ	0.0
φο	32.0
φπ	0.0
φρ	23.0
φς	0.0
φσ	0.0
φτ	0.0
φυ	6.0
φφ	0.0
φχ	0.0
φψ	0.0
φω	3.0
φϊ	0.0
φϋ	0.0
φό	14.0
φύ	8.0
φώ	0.0
φἀ	0.0
φἁ	0.0
φἂ	0.0
φἃ	0.0
φἄ	0.0
φἅ	0.0
φἈ	0.0
φἌ	0.0
φἐ	0.0
φἑ	0.0
φἓ	0.0
φἔ	0.0
φἕ	0.0
φἘ	0.0
φἙ	0.0
φἜ	0.0
φἝ	0.0
φἠ	0.0
φἡ	0.0
φἢ	0.0
φἣ	0.0
φἤ	0.0
φἥ	0.0
φἦ	0.0
φἨ	0.0
φἩ	0.0
φἪ	0.0
φἭ	0.0
φἰ	0.0
φἱ	0.0
φἳ	0.0
φἴ	0.0
φἵ	0.0
φἶ	0.0
φἷ	0.0
φἸ	0.0
φὀ	0.0
φὁ	0.0
φὃ	0.0
φὄ	0.0
φὅ	0.0
φὈ	0.0
φὉ	0.0
φὋ	0.0
φὍ	0.0
φὐ	0.0
φὑ	0.0
φὓ	0.0
φὔ	0.0
φὕ	0.0
φὖ	0.0
φὗ	0.0
φὙ	0.0
φὠ	0.0
φὡ	0.0
φὢ	0.0
φὥ	0.0
φὦ	0.0
φὧ	0.0
φὩ	0.0
φὭ	0.0
φὮ	0.0
φὰ	0.0
φὲ	0.0
φὴ	4.0
φὶ	0.0
φὸ	0.0
φὺ	0.0
φὼ	0.0
φᾔ	0.0
φᾖ	0.0
φᾗ	0.0
φᾧ	0.0
φᾳ	0.0
φᾶ	0.0
φᾷ	0.0
φῃ	0.0
φῄ	0.0
φῆ	0.0
φῇ	0.0
φῒ	0.0
φῖ	0.0
φῥ	0.0
φῦ	0.0
φῬ	0.0
φῳ	0.0
φῴ	0.0
φῶ	4.0
φῷ	1.0
φ—	0.0
φ’	8.0
φ⸀	0.0
φ⸁	0.0
φ⸂	0.0
φ⸃	0.0
χΐ	0.0
χΑ	0.0
χΒ	0.0
χΓ	0.0
χΔ	0.0
χΕ	0.0
χΖ	0.0
χΚ	0.0
χΛ	0.0
χΜ	0.0
χΝ	0.0
χΟ	0.0
χΠ	0.0
χΣ	0.0
χΤ	0.0
χΦ	0.0
χΧ	0.0
χά	33.0
χέ	1.0
χή	2.0
χί	1.0
χα	24.0
χβ	0.0
χγ	0.0
χδ	0.0
χε	19.0
χζ	0.0
χη	7.0
χθ	5.0
χι	1.0
χκ	0.0
χλ	0.0
χμ	2.0
χν	2.0
χξ	0.0
χο	17.0
χπ	0.0
χρ	23.0
χς	0.0
χσ	0.0
χτ	0.0
χυ	4.0
χφ	0.0
χχ	0.0
χψ	0.0
χω	15.0
χϊ	0.0
χϋ	0.0
χό	7.0
χύ	3.0
χώ	3.0
χἀ	0.0
χἁ	0.0
χἂ	0.0
χἃ	0.0
χἄ	0.0
χἅ	0.0
χἈ	0.0
χἌ	0.0
χἐ	0.0
χἑ	0.0
χἓ	0.0
χἔ	0.0
χἕ	0.0
χἘ	0.0
χἙ	0.0
χἜ	0.0
χἝ	0.0
χἠ	0.0
χἡ	0.0
χἢ	0.0
χἣ	0.0
χἤ	0.0
χἥ	0.0
χἦ	0.0
χἨ	0.0
χἩ	0.0
χἪ	0.0
χἭ	0.0
χἰ	0.0
χἱ	0.0
χἳ	0.0
χἴ	0.0
χἵ	0.0
χἶ	0.0
χἷ	0.0
χἸ	0.0
χὀ	0.0
χὁ	0.0
χὃ	0.0
χὄ	0.0
χὅ	0.0
χὈ	0.0
χὉ	0.0
χὋ	0.0
χὍ	0.0
χὐ	0.0
χὑ	0.0
χὓ	0.0
χὔ	0.0
χὕ	0.0
χὖ	0.0
χὗ	0.0
χὙ	0.0
χὠ	0.0
χὡ	0.0
χὢ	0.0
χὥ	0.0
χὦ	0.0
χὧ	0.0
χὩ	0.0
χὭ	0.0
χὮ	0.0
χὰ	0.0
χὲ	0.0
χὴ	6.0
χὶ	2.0
χὸ	0.0
χὺ	0.0
χὼ	0.0
χᾔ	0.0
χᾖ	0.0
χᾗ	0.0
χᾧ	0.0
χᾳ	0.0
χᾶ	3.0
χᾷ	0.0
χῃ	0.0
χῄ	0.0
χῆ	3.0
χῇ	2.0
χῒ	0.0
χῖ	0.0
χῥ	0.0
χῦ	0.0
χῬ	0.0
χῳ	0.0
χῴ	0.0
χῶ	3.0
χῷ	0.0
χ—	0.0
χ’	0.0
χ⸀	0.0
χ⸁	0.0
χ⸂	0.0
χ⸃	0.0
ψΐ	0.0
ψΑ	0.0
ψΒ	0.0
ψΓ	0.0
ψΔ	0.0
ψΕ	0.0
ψΖ	0.0
ψΚ	0.0
ψΛ	0.0
ψΜ	0.0
ψΝ	0.0
ψΟ	0.0
ψΠ	0.0
ψΣ	0.0
ψΤ	0.0
ψΦ	0.0
ψΧ	0.0
ψά	0.0
ψέ	0.0
ψή	0.0
ψί	1.0
ψα	7.0
ψβ	0.0
ψγ	0.0
ψδ	0.0
ψε	12.0
ψζ	0.0
ψη	2.0
ψθ	0.0
ψι	6.0
ψκ	0.0
ψλ	0.0
ψμ	0.0
ψν	0.0
ψξ	0.0
ψο	3.0
ψπ	0.0
ψρ	0.0
ψς	0.0
ψσ	0.0
ψτ	0.0
ψυ	4.0
ψφ	0.0
ψχ	0.0
ψψ	0.0
ψω	1.0
ψϊ	0.0
ψϋ	0.0
ψό	0.0
ψύ	0.0
ψώ	2.0
ψἀ	0.0
ψἁ	0.0
ψἂ	0.0
ψἃ	0.0
ψἄ	0.0
ψἅ	0.0
ψἈ	0.0
ψἌ	0.0
ψἐ	0.0
ψἑ	0.0
ψἓ	0.0
ψἔ	0.0
ψἕ	0.0
ψἘ	0.0
ψἙ	0.0
ψἜ	0.0
ψἝ	0.0
ψἠ	0.0
ψἡ	0.0
ψἢ	0.0
ψἣ	0.0
ψἤ	0.0
ψἥ	0.0
ψἦ	0.0
ψἨ	0.0
ψἩ	0.0
ψἪ	0.0
ψἭ	0.0
ψἰ	0.0
ψἱ	0.0
ψἳ	0.0
ψἴ	0.0
ψἵ	0.0
ψἶ	0.0
ψἷ	0.0
ψἸ	0.0
ψὀ	0.0
ψὁ	0.0
ψὃ	0.0
ψὄ	0.0
ψὅ	0.0
ψὈ	0.0
ψὉ	0.0
ψὋ	0.0
ψὍ	0.0
ψὐ	0.0
ψὑ	0.0
ψὓ	0.0
ψὔ	0.0
ψὕ	0.0
ψὖ	0.0
ψὗ	0.0
ψὙ	0.0
ψὠ	0.0
ψὡ	0.0
ψὢ	0.0
ψὥ	0.0
ψὦ	0.0
ψὧ	0.0
ψὩ	0.0
ψὭ	0.0
ψὮ	0.0
ψὰ	0.0
ψὲ	0.0
ψὴ	0.0
ψὶ	0.0
ψὸ	0.0
ψὺ	0.0
ψὼ	0.0
ψᾔ	0.0
ψᾖ	0.0
ψᾗ	0.0
ψᾧ	0.0
ψᾳ	0.0
ψᾶ	0.0
ψᾷ	1.0
ψῃ	0.0
ψῄ	0.0
ψῆ	0.0
ψῇ	0.0
ψῒ	0.0
ψῖ	0.0
ψῥ	0.0
ψῦ	0.0
ψῬ	0.0
ψῳ	0.0
ψῴ	0.0
ψῶ	0.0
ψῷ	0.0
ψ—	0.0
ψ’	0.0
ψ⸀	0.0
ψ⸁	0.0
ψ⸂	0.0
ψ⸃	0.0
ωΐ	0.0
ωΑ	0.0
ωΒ	0.0
ωΓ	0.0
ωΔ	0.0
ωΕ	0.0
ωΖ	0.0
ωΚ	0.0
ωΛ	0.0
ωΜ	0.0
ωΝ	0.0
ωΟ	0.0
ωΠ	0.0
ωΣ	0.0
ωΤ	0.0
ωΦ	0.0
ωΧ	0.0
ωά	0.0
ωέ	0.0
ωή	0.0
ωί	0.0
ωα	0.0
ωβ	0.0
ωγ	2.0
ωδ	1.0
ωε	0.0
ωζ	0.0
ωη	0.0
ωθ	17.0
ωι	0.0
ωκ	9.0
ωλ	6.0
ωμ	29.0
ων	98.0
ωξ	0.0
ωο	0.0
ωπ	11.0
ωρ	21.0
ως	75.0
ωσ	24.0
ωτ	12.0
ωυ	0.0
ωφ	1.0
ωχ	1.0
ωψ	0.0
ωω	0.0
ωϊ	0.0
ωϋ	4.0
ωό	0.0
ωύ	0.0
ωώ	0.0
ωἀ	0.0
ωἁ	0.0
ωἂ	0.0
ωἃ	0.0
ωἄ	0.0
ωἅ	0.0
ωἈ	0.0
ωἌ	0.0
ωἐ	0.0
ωἑ	0.0
ωἓ	0.0
ωἔ	0.0
ωἕ	0.0
ωἘ	0.0
ωἙ	0.0
ωἜ	0.0
ωἝ	0.0
ωἠ	0.0
ωἡ	0.0
ωἢ	0.0
ωἣ	0.0
ωἤ	0.0
ωἥ	0.0
ωἦ	0.0
ωἨ	0.0
ωἩ	0.0
ωἪ	0.0
ωἭ	0.0
ωἰ	0.0
ωἱ	0.0
ωἳ	0.0
ωἴ	0.0
ωἵ	0.0
ωἶ	0.0
ωἷ	0.0
ωἸ	0.0
ωὀ	0.0
ωὁ	0.0
ωὃ	0.0
ωὄ	0.0
ωὅ	0.0
ωὈ	0.0
ωὉ	0.0
ωὋ	0.0
ωὍ	0.0
ωὐ	0.0
ωὑ	0.0
ωὓ	0.0
ωὔ	0.0
ωὕ	0.0
ωὖ	0.0
ωὗ	0.0
ωὙ	0.0
ωὠ	0.0
ωὡ	0.0
ωὢ	0.0
ωὥ	0.0
ωὦ	0.0
ωὧ	0.0
ωὩ	0.0
ωὭ	0.0
ωὮ	0.0
ωὰ	0.0
ωὲ	0.0
ωὴ	9.0
ωὶ	0.0
ωὸ	0.0
ωὺ	0.0
ωὼ	0.0
ωᾔ	0.0
ωᾖ	0.0
ωᾗ	0.0
ωᾧ	0.0
ωᾳ	0.0
ωᾶ	0.0
ωᾷ	0.0
ωῃ	0.0
ωῄ	0.0
ωῆ	3.0
ωῇ	2.0
ωῒ	0.0
ωῖ	0.0
ωῥ	0.0
ωῦ	0.0
ωῬ	0.0
ωῳ	0.0
ωῴ	0.0
ωῶ	0.0
ωῷ	0.0
ω—	0.0
ω’	0.0
ω⸀	0.0
ω⸁	0.0
ω⸂	0.0
ω⸃	2.0
ϊΐ	0.0
ϊΑ	0.0
ϊΒ	0.0
ϊΓ	0.0
ϊΔ	0.0
ϊΕ	0.0
ϊΖ	0.0
ϊΚ	0.0
ϊΛ	0.0
ϊΜ	0.0
ϊΝ	0.0
ϊΟ	0.0
ϊΠ	0.0
ϊΣ	0.0
ϊΤ	0.0
ϊΦ	0.0
ϊΧ	0.0
ϊά	0.0
ϊέ	0.0
ϊή	0.0
ϊί	0.0
ϊα	0.0
ϊβ	0.0
ϊγ	0.0
ϊδ	0.0
ϊε	0.0
ϊζ	0.0
ϊη	0.0
ϊθ	0.0
ϊι	0.0
ϊκ	0.0
ϊλ	0.0
ϊμ	0.0
ϊν	0.0
ϊξ	0.0
ϊο	1.0
ϊπ	0.0
ϊρ	0.0
ϊς	0.0
ϊσ	1.0
ϊτ	0.0
ϊυ	0.0
ϊφ	0.0
ϊχ	0.0
ϊψ	0.0
ϊω	0.0
ϊϊ	0.0
ϊϋ	0.0
ϊό	0.0
ϊύ	0.0
ϊώ	0.0
ϊἀ	0.0
ϊἁ	0.0
ϊἂ	0.0
ϊἃ	0.0
ϊἄ	0.0
ϊἅ	0.0
ϊἈ	0.0
ϊἌ	0.0
ϊἐ	0.0
ϊἑ	0.0
ϊἓ	0.0
ϊἔ	0.0
ϊἕ	0.0
ϊἘ	0.0
ϊἙ	0.0
ϊἜ	0.0
ϊἝ	0.0
ϊἠ	0.0
ϊἡ	0.0
ϊἢ	0.0
ϊἣ	0.0
ϊἤ	0.0
ϊἥ	0.0
ϊἦ	0.0
ϊἨ	0.0
ϊἩ	0.0
ϊἪ	0.0
ϊἭ	0.0
ϊἰ	0.0
ϊἱ	0.0
ϊἳ	0.0
ϊἴ	0.0
ϊἵ	0.0
ϊἶ	0.0
ϊἷ	0.0
ϊἸ	0.0
ϊὀ	0.0
ϊὁ	0.0
ϊὃ	0.0
ϊὄ	0.0
ϊὅ	0.0
ϊὈ	0.0
ϊὉ	0.0
ϊὋ	0.0
ϊὍ	0.0
ϊὐ	0.0
ϊὑ	0.0
ϊὓ	0.0
ϊὔ	0.0
ϊὕ	0.0
ϊὖ	0.0
ϊὗ	0.0
ϊὙ	0.0
ϊὠ	0.0
ϊὡ	0.0
ϊὢ	0.0
ϊὥ	0.0
ϊὦ	0.0
ϊὧ	0.0
ϊὩ	0.0
ϊὭ	0.0
ϊὮ	0.0
ϊὰ	0.0
ϊὲ	0.0
ϊὴ	0.0
ϊὶ	0.0
ϊὸ	0.0
ϊὺ	0.0
ϊὼ	0.0
ϊᾔ	0.0
ϊᾖ	0.0
ϊᾗ	0.0
ϊᾧ	0.0
ϊᾳ	0.0
ϊᾶ	0.0
